	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022
Sn	1.7350353203618787	1.4234016887816647	0.9835315645013724	0.9122260540660808	1.2674877436326677	1.2312988216602674	1.8679661213597865	1.0873942811115584	1.3747279184328103	1.907288114184666	2.4015369836695486	1.5664887444882802	2.1039022096850024	1.2775579423403052	1.6625812639880635	1.1667211863482718	0.9458749343142407	1.3048498845265588	0.7759562841530055	0.9856100926473488	1.2792362768496421	1.371051718153419	1.1954066265060241	0.5495546712147054	1.495000485389768	1.2167221297836939	1.5686274509803921
Lu	1.7226422109307225	2.0265379975874547	2.04711802378774	1.8244521081321616	2.14038024632309	2.7803521779425395	2.8077503190625364	2.4030071150489998	2.3943177912704776	2.6525198938992043	2.5936599423631126	3.6435367834764447	3.7494123178185235	2.634256642170718	2.6857081956730253	3.031294297241304	2.693116132422491	3.5796766743648964	2.546448087431694	3.4496353242657207	2.988066825775656	3.4363068379035058	2.86144578313253	3.259427705135494	3.193864673332686	4.461314475873544	3.591331269349845
Sc	1.6234973354814723	1.7370325693606754	1.9098810612991766	2.046946267660474	1.853401889274184	2.9789487620812922	3.3878640213481845	2.2687609075043627	3.734677511742468	3.6630036630036633	4.238712776176754	4.2005105592945	4.454630935590033	3.6856981345392876	4.4122348928914	4.459709955293861	3.2186022070415135	3.2678983833718243	2.677595628415301	2.3753203232801106	3.2840095465393793	3.3408538701839636	3.6332831325301207	3.060451013833618	3.4462673526842056	3.858153078202995	3.6222910216718267
Pd	1.611104226050316	2.18335343787696	1.3723696248856359	2.536433418622761	0.9924668181274663	0.8208658811068449	0.4988977839656573	0.8323264867767485	0.6186275632947645	0.42945560186939497	0.5763688760806917	0.8470642840566256	0.5171603196991067	1.1984171848501979	0.4689331770222743	0.8068912877548795	0.4072517078297425	0.3233256351039261	0.8087431693989072	0.7194953676325645	0.7350835322195705	0.5206525511975009	0.7624246987951807	0.4642789463710441	0.6795456751771672	0.33277870216306155	0.4231166150670795
Mo	1.524352460032222	1.4113389626055488	1.5096065873741995	0.8788519301368339	1.2914026067200766	0.7414272474513438	1.1602274045712961	1.5169821452543966	0.9737656088899073	3.031451307313376	2.0292987512007685	2.088651659317707	2.762106252938411	2.475975127190503	2.39795374613663	2.747791952894995	3.192327903310562	1.7782909930715936	2.1639344262295084	2.3851764242065836	2.2338902147971362	1.9090593543908365	2.579066265060241	2.9372749668372182	1.9706824580137852	2.2566555740432612	3.147574819401445
Br	1.3384558185648778	0.9047044632086853	0.7548032936870998	0.7119813104905997	1.016381681214875	0.5163511187607573	0.7309432648799165	0.8591757282856759	0.7904685530988659	0.7452317797145384	0.7804995196926032	1.0211185889997678	0.7757404795486601	1.1192764273600906	1.3428540978365127	0.8396030967179151	0.9064634787178141	1.0739030023094687	1.180327868852459	0.768775872264932	0.7923627684964201	0.8243665393960431	1.2612951807228916	1.2886109531931023	1.5338316668284633	1.3727121464226288	2.1155830753353975
Tm	1.3260627091337216	1.3630880579010856	1.6010978956999087	1.3794637890755368	1.6381681214875043	1.9727260691116113	1.5315001740341105	1.369311316955296	1.4205521823805705	2.3998989516230895	1.4529298751200768	2.0306335576699928	1.3634226610249176	1.7637083097795363	1.715869125013322	1.7555337476829136	1.9705727798213348	1.74364896073903	2.010928961748634	1.438990735265129	1.727923627684964	2.5859076709475874	1.9860692771084338	1.6581390941823007	1.9706824580137852	1.788685524126456	1.671826625386997
Mg	1.2640971619779402	0.7599517490952955	0.9377859103385178	0.9233507620424963	1.279445175176372	1.2577783662121012	1.3110569671655645	1.6378037320445695	2.3484935273227174	1.376784135404825	4.022574447646494	2.6224181944766767	2.8913963328631875	2.566421707179197	2.4512416071618888	3.947224948206302	2.8770362585391487	1.0854503464203233	2.797814207650273	2.3753203232801106	2.5107398568019095	3.3668864977438386	3.049698795180723	2.3498199734697742	2.5434423842345404	4.003743760399335	3.983488132094943
I	1.2269178336844715	0.9650180940892641	0.434583714547118	1.1569696295472243	0.9207222288652398	0.7811465642790943	1.461886529759833	1.7183514565713518	1.4320082483675107	1.4399393709738537	1.1287223823246877	1.5896959851473662	0.6582040432534085	1.0740531373657434	1.1510177981455825	0.9813542688910697	0.5517603783499737	1.2009237875288685	0.8633879781420766	0.7884880741178789	0.9546539379474941	1.4404720583130857	1.458960843373494	1.5539132082622702	1.329967964275313	1.0607321131447587	1.4963880288957687
U	1.1525591770975336	0.26537997587454765	0.7548032936870998	0.3559906552452998	0.3945952409422456	3.2834635244273795	0.4988977839656573	0.24164317358034634	0.0687363959216405	0.22735884804850323	0.40826128722382327	0.7542353214202832	0.09402914903620122	0.5765969474279254	0.33038473835660237	0.11994329953113074	0.3284287966368891	0.39260969976905313	0.17486338797814208	0.11827321111768185	0.11455847255369928	0.10413051023950018	0.30120481927710846	0.10422588592003032	0.3688962236676051	0.36397670549084854	0.061919504643962855
Ru	1.1277729582352212	1.278648974668275	0.5946935041171089	0.8566025141840027	1.9610187731675235	1.7608897126969416	0.8353637312913331	1.8123238018525976	1.7069538320540725	1.2252115700391562	1.11671469740634	2.1930842422835926	0.7757404795486601	0.7801017524024872	1.6412661195779603	0.861410969359939	0.8276405675249605	0.39260969976905313	1.092896174863388	1.2418687167356592	0.4677804295942721	0.6681707740367928	0.8377259036144579	0.9854083759711958	0.6795456751771672	0.6759567387687188	0.3508771929824561
